,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0,sample_00000,0.2872365117073059,0.6774666905403137,5.810839525111078e-07,0.33379918336868286,0.6746792197227478,-0.0465608611702919,0.37709999084472656,0.6592901349067688,-0.0830453634262085,0.4140098989009857,0.6680296659469604,-0.1160256564617157,0.45017480850219727,0.6943663954734802,-0.15157011151313782,0.386313259601593,0.5149633884429932,-0.07366998493671417,0.39514943957328796,0.4294823408126831,-0.11394863575696945,0.39366984367370605,0.37167567014694214,-0.14337483048439026,0.39178311824798584,0.3167487382888794,-0.16479924321174622,0.3408419191837311,0.49624696373939514,-0.07588034868240356,0.34533682465553284,0.400433212518692,-0.11384501308202744,0.3436656892299652,0.3382833003997803,-0.140872061252594,0.3433002531528473,0.27903464436531067,-0.1603953242301941,0.29280805587768555,0.5010595917701721,-0.08125095814466476,0.2913057804107666,0.40608760714530945,-0.11463046818971634,0.290992796421051,0.3449597954750061,-0.13471512496471405,0.2933662533760071,0.2871650457382202,-0.14808432757854462,0.24369050562381744,0.5219507813453674,-0.09024050086736679,0.24256139993667603,0.44925248622894287,-0.11781131476163864,0.2439190149307251,0.4047512710094452,-0.1299455165863037,0.2506895065307617,0.3600849211215973,-0.1378975361585617
1,sample_00001,0.2872828245162964,0.6773605346679688,5.812293579765537e-07,0.3332767188549042,0.6758736371994019,-0.0490008220076561,0.37583211064338684,0.6609790325164795,-0.08718860149383545,0.4132716655731201,0.6698579788208008,-0.12152962386608124,0.4506078362464905,0.6947256326675415,-0.1584828794002533,0.3856600224971771,0.5142934322357178,-0.07690449059009552,0.39416244626045227,0.4299296736717224,-0.11870010942220688,0.3924104869365692,0.37276649475097656,-0.1494012027978897,0.3900277018547058,0.31827312707901,-0.17160554230213165,0.34026750922203064,0.4956521689891815,-0.07833276689052582,0.34437859058380127,0.4010143280029297,-0.11750008910894394,0.34236541390419006,0.33899998664855957,-0.1456141322851181,0.34159377217292786,0.2792927026748657,-0.16607408225536346,0.2923082411289215,0.5006543397903442,-0.08307208865880966,0.29062533378601074,0.4059945046901703,-0.1174151748418808,0.2899298667907715,0.3456648588180542,-0.1378394067287445,0.2919299304485321,0.2880329191684723,-0.15157318115234375,0.2429967224597931,0.5217706561088562,-0.09161907434463501,0.2420617640018463,0.4492696523666382,-0.11976007372140884,0.2435474693775177,0.405026376247406,-0.13208815455436707,0.25013667345046997,0.3604341745376587,-0.1402866542339325
2,sample_00002,0.2866804003715515,0.6797716617584229,5.662146236318222e-07,0.33307597041130066,0.6776897311210632,-0.04791739955544472,0.3758918046951294,0.6615363359451294,-0.08494845032691956,0.4131948947906494,0.6696969866752625,-0.11827240139245987,0.45011961460113525,0.6961908936500549,-0.15406100451946259,0.38492581248283386,0.5140648484230042,-0.07303223758935928,0.39295244216918945,0.430937260389328,-0.11353785544633865,0.39052119851112366,0.37468743324279785,-0.1437458097934723,0.3872050940990448,0.3214367628097534,-0.16560180485248566,0.33965593576431274,0.4951459765434265,-0.07443589717149734,0.34380242228507996,0.4009253680706024,-0.11197269707918167,0.341268390417099,0.33968591690063477,-0.13916942477226257,0.3397121727466583,0.2812739610671997,-0.15894478559494019,0.2917346954345703,0.5000498294830322,-0.07924655824899673,0.29056552052497864,0.40557003021240234,-0.11211591213941574,0.2896379828453064,0.3462328314781189,-0.1317969560623169,0.29110440611839294,0.28984177112579346,-0.14500300586223602,0.24237209558486938,0.5215035676956177,-0.08785922080278397,0.2412387728691101,0.4494209289550781,-0.11470277607440948,0.2424546778202057,0.4057576358318329,-0.12624838948249817,0.24873274564743042,0.3619149923324585,-0.1338684856891632
3,sample_00003,0.2865312695503235,0.6761794090270996,5.597355539066484e-07,0.332966148853302,0.6749342679977417,-0.04694029316306114,0.3759324550628662,0.6598482131958008,-0.08335936814546585,0.41224080324172974,0.667289674282074,-0.1161113902926445,0.44857949018478394,0.6908586025238037,-0.15137532353401184,0.38487890362739563,0.5144539475440979,-0.07396553456783295,0.39278560876846313,0.42978447675704956,-0.11439380049705505,0.39037373661994934,0.3728000521659851,-0.14389486610889435,0.38714274764060974,0.31913143396377563,-0.16508804261684418,0.33908766508102417,0.4957141876220703,-0.07558638602495193,0.34298041462898254,0.40020936727523804,-0.11319819837808609,0.34032467007637024,0.3388739824295044,-0.13976231217384338,0.3389415144920349,0.28080642223358154,-0.1589498370885849,0.29094618558883667,0.5005943179130554,-0.0803980827331543,0.2892839312553406,0.40593451261520386,-0.11320055276155472,0.28826382756233215,0.346220999956131,-0.13249948620796204,0.2899208664894104,0.28995785117149353,-0.14538583159446716,0.2417672872543335,0.5219318270683289,-0.08888377249240875,0.24060653150081635,0.44968169927597046,-0.11588650941848755,0.24165010452270508,0.40575262904167175,-0.12745678424835205,0.2478666603565216,0.36161500215530396,-0.13498295843601227
4,sample_00004,0.2869482636451721,0.6758450269699097,5.714562121283961e-07,0.33291885256767273,0.6736893653869629,-0.047606583684682846,0.37521713972091675,0.6583389639854431,-0.08449212461709976,0.41169971227645874,0.6651041507720947,-0.11760399490594864,0.44796299934387207,0.6878107786178589,-0.1532559096813202,0.38400259613990784,0.5137484073638916,-0.07530337572097778,0.3924236297607422,0.42823857069015503,-0.11620673537254333,0.3903326392173767,0.3705572783946991,-0.14600151777267456,0.387349009513855,0.31626027822494507,-0.1673002392053604,0.3380879759788513,0.4947415888309479,-0.07672172784805298,0.34216395020484924,0.39796802401542664,-0.11478067934513092,0.3399466276168823,0.3351908028125763,-0.1417917162179947,0.33891281485557556,0.2757040858268738,-0.16122373938560486,0.29022616147994995,0.49927762150764465,-0.08129709213972092,0.28872430324554443,0.40390753746032715,-0.11439789086580276,0.2881125807762146,0.3432300388813019,-0.13404452800750732,0.2899322509765625,0.2864118814468384,-0.14710178971290588,0.2416786253452301,0.5202311277389526,-0.08959060162305832,0.24078071117401123,0.4471065402030945,-0.1165320947766304,0.24212634563446045,0.4027937650680542,-0.12812532484531403,0.24838490784168243,0.3586631417274475,-0.1356617510318756
5,sample_00005,0.2854945957660675,0.6719228029251099,5.737393280469405e-07,0.33205747604370117,0.6714854836463928,-0.0470934621989727,0.3746463656425476,0.6564928293228149,-0.08359211683273315,0.41105419397354126,0.6646626591682434,-0.11635226756334305,0.4471780061721802,0.6885722875595093,-0.1516304910182953,0.3827626407146454,0.5112221240997314,-0.0748833417892456,0.39137792587280273,0.42642414569854736,-0.11527188122272491,0.3895847499370575,0.36927366256713867,-0.14456848800182343,0.3872624337673187,0.3150334656238556,-0.16564247012138367,0.33777904510498047,0.4926089346408844,-0.07638587057590485,0.34220483899116516,0.39688175916671753,-0.11390017718076706,0.3399844765663147,0.3353272080421448,-0.14030249416828156,0.3390027582645416,0.27720654010772705,-0.15938504040241241,0.29029926657676697,0.4973931312561035,-0.08101695775985718,0.288433313369751,0.4021051526069641,-0.11387336254119873,0.2873261868953705,0.3418583273887634,-0.1332961767911911,0.2888435125350952,0.28533288836479187,-0.14624781906604767,0.24175052344799042,0.5185015201568604,-0.08930864185094833,0.24027125537395477,0.4456618130207062,-0.1164986714720726,0.24093866348266602,0.40153494477272034,-0.12821534276008606,0.24646060168743134,0.35761111974716187,-0.135820671916008
6,sample_00006,0.28486865758895874,0.6722918152809143,5.604834996120189e-07,0.3304463326931,0.6718297004699707,-0.04741569235920906,0.37313634157180786,0.6563340425491333,-0.08409970998764038,0.40971654653549194,0.6654692888259888,-0.1172318309545517,0.4457603096961975,0.6911249160766602,-0.15298990905284882,0.38137876987457275,0.5095834136009216,-0.07458970695734024,0.38958948850631714,0.425209641456604,-0.11565406620502472,0.3869536221027374,0.3683830499649048,-0.14566293358802795,0.38346388936042786,0.31488436460494995,-0.16718050837516785,0.3359816074371338,0.4909377992153168,-0.07626966387033463,0.3396986126899719,0.39571675658226013,-0.11442205309867859,0.3370114862918854,0.3339841067790985,-0.14176905155181885,0.3355883061885834,0.2757565975189209,-0.1615639328956604,0.28847160935401917,0.49631258845329285,-0.0812143087387085,0.28606200218200684,0.40123048424720764,-0.11471392959356308,0.28455662727355957,0.3411905765533447,-0.1349320262670517,0.28561297059059143,0.2854054570198059,-0.14839231967926025,0.2399825155735016,0.5181705951690674,-0.08986593037843704,0.23837852478027344,0.44526880979537964,-0.11749500781297684,0.23930588364601135,0.4011760354042053,-0.129796102643013,0.24520540237426758,0.3575795292854309,-0.1378578543663025
7,sample_00007,0.28321385383605957,0.674348771572113,5.613767939394165e-07,0.32918405532836914,0.6736658215522766,-0.0476967953145504,0.37224680185317993,0.6586705446243286,-0.08448278903961182,0.40942734479904175,0.6680679321289062,-0.11755263805389404,0.44494539499282837,0.694838285446167,-0.1531246155500412,0.3808034658432007,0.5117307901382446,-0.0743546187877655,0.38875147700309753,0.42688244581222534,-0.1149650365114212,0.38589370250701904,0.3699340522289276,-0.1447359323501587,0.3820928931236267,0.3166341483592987,-0.166123166680336,0.33539432287216187,0.49261346459388733,-0.07575460523366928,0.3392903804779053,0.39675238728523254,-0.11333760619163513,0.3361845016479492,0.335338830947876,-0.14019517600536346,0.3341464102268219,0.27767229080200195,-0.15957973897457123,0.28762322664260864,0.4974362850189209,-0.08045607805252075,0.285987913608551,0.4016059935092926,-0.11337792873382568,0.28430402278900146,0.3417203426361084,-0.133366659283638,0.28512364625930786,0.28576546907424927,-0.14670699834823608,0.2389281541109085,0.5189012885093689,-0.08888797461986542,0.2375667542219162,0.4463040828704834,-0.1161341667175293,0.2380049228668213,0.40250667929649353,-0.12814122438430786,0.2433997541666031,0.35879218578338623,-0.13598664104938507
8,sample_00008,0.2839609980583191,0.6738176345825195,5.581101163443236e-07,0.3299886882305145,0.6716424822807312,-0.045661717653274536,0.3726218640804291,0.6555584073066711,-0.081173837184906,0.408846378326416,0.6631290912628174,-0.11315774917602539,0.4453410804271698,0.6869962811470032,-0.14752845466136932,0.3809225857257843,0.5097828507423401,-0.07206971943378448,0.3887155055999756,0.424105703830719,-0.11180279403924942,0.38655418157577515,0.3673318922519684,-0.1407708078622818,0.3836209177970886,0.313745379447937,-0.1614091694355011,0.3352072238922119,0.49064022302627563,-0.07386136054992676,0.33896052837371826,0.39366480708122253,-0.110226109623909,0.33681783080101013,0.3326858580112457,-0.1357194185256958,0.33622685074806213,0.27524444460868835,-0.1540251225233078,0.28738316893577576,0.49526268243789673,-0.07878793776035309,0.28566840291023254,0.39944079518318176,-0.11038697510957718,0.2848223149776459,0.3394913971424103,-0.12874442338943481,0.2866360545158386,0.2835538387298584,-0.14091432094573975,0.23878011107444763,0.516822874546051,-0.0873369351029396,0.2375202476978302,0.44381386041641235,-0.11321088671684265,0.23857136070728302,0.400269478559494,-0.12380214035511017,0.24451354146003723,0.3567284345626831,-0.13053137063980103
9,sample_00009,0.2869374454021454,0.6697248816490173,6.056481538507796e-07,0.3318398892879486,0.6683896780014038,-0.0478815883398056,0.37399864196777344,0.6515237092971802,-0.0847146287560463,0.4101940989494324,0.6568108201026917,-0.1176430806517601,0.44693857431411743,0.6790724396705627,-0.1529218703508377,0.3840298354625702,0.5042474269866943,-0.07508400082588196,0.3924635052680969,0.4177488088607788,-0.11587219685316086,0.39113375544548035,0.36093515157699585,-0.14538031816482544,0.390170156955719,0.30775022506713867,-0.1663900762796402,0.33919858932495117,0.4851534068584442,-0.07664436846971512,0.3451896011829376,0.38805800676345825,-0.11452270299196243,0.3434004783630371,0.3260440230369568,-0.14102469384670258,0.34361931681632996,0.2678128182888031,-0.15984606742858887,0.29124683141708374,0.4899691343307495,-0.08147107064723969,0.29188647866249084,0.3921821117401123,-0.1148286685347557,0.29090970754623413,0.33104613423347473,-0.13442695140838623,0.2933013439178467,0.2739885449409485,-0.1471693217754364,0.24133478105068207,0.5114186406135559,-0.08998163044452667,0.24150873720645905,0.43737906217575073,-0.11746850609779358,0.24339093267917633,0.3927958309650421,-0.12919603288173676,0.2507764399051666,0.348460853099823,-0.13658547401428223
